scenario_id,vehicle_count,pedestrian_count,cyclist_count,lane_count,stop_sign_count,crosswalk_count,speed_bump_count,max_velocity_mps,max_deceleration,max_yaw_rate,is_valid_physics,risk_tier_numeric,target_risk_matrix,min_inter_agent_dist,avg_agent_velocity,velocity_std,predicted_risk_probability,predicted_critical_class
5c435b94603f40e4,110,5,0,20,4,4,0,19.88,9.44,6.37,True,0,Standard Complexity,0.9489467845985425,7.352857142857142,5.834101018484128,0.585277,1
9fc835e00b2a244a,130,9,0,216,1,7,4,22.12,12.16,9.38,True,3,Critical Complexity,0.022360679775079245,11.47957983193277,5.304748529979149,0.5851653,1
86a3eecd68d088cf,78,3,0,243,0,13,4,27.09,26.04,6.31,True,1,Critical Complexity,0.30149626863459683,13.351627906976745,6.817238385914343,0.58510584,1
cdc24293bbb89d2a,90,6,0,638,5,14,8,22.68,5.37,7.2,True,0,Standard Complexity,0.6217716622681562,11.38864864864865,6.707498894304252,0.58505315,1
81afcf3648efb020,132,9,0,231,0,11,6,22.83,17.17,6.44,True,3,Critical Complexity,0.009999999999990905,7.8074,5.708408468215988,0.5850237,1
a1dc0f43b7968460,83,24,0,209,3,5,3,21.77,4.13,8.81,True,0,Standard Complexity,0.12165525060592851,6.49,6.346335425529708,0.5849785,1
16a9de0fbff98a46,117,15,0,450,7,8,6,29.88,12.45,12.54,True,0,Standard Complexity,0.4924428900888079,9.030540540540542,8.093473495436273,0.58490616,1
76b077d2827bdacd,92,11,1,310,0,7,4,23.54,10.23,6.44,True,0,Standard Complexity,0.019999999999527063,9.441159420289853,6.161532026745796,0.5848552,1
2243d00070e4b1b5,163,2,0,384,5,12,14,24.7,10.97,12.58,True,0,Standard Complexity,3.9603156439850955,12.687450980392155,7.048387339720649,0.5848014,1
8571b63000afa8d4,70,32,0,136,0,6,13,17.99,12.25,10.31,True,3,Critical Complexity,0.07615773105856982,5.500377358490568,5.004621246394648,0.58472687,1
50719b964e7c4502,122,12,0,197,0,6,3,20.77,9.62,7.89,True,0,Standard Complexity,0.07280109889273897,7.262727272727273,5.820746215166696,0.58468646,1
5bd151d6f9ceb07d,128,6,1,364,0,11,10,21.53,19.1,6.7,True,3,Critical Complexity,0.7627581530210892,8.403478260869566,5.054463897685459,0.5845295,1
fa1ef55d0b5e9c3,87,5,0,103,5,3,0,25.32,12.1,11.57,True,0,Standard Complexity,0.2549509756796303,13.775185185185183,8.018045559569744,0.58442485,1
f3e55f82408dfc3b,103,3,0,142,2,0,3,22.44,21.95,6.54,True,3,Critical Complexity,0.13038404810536436,11.663673469387756,7.526118519862042,0.5843639,1
32b75923c202612f,120,10,3,123,0,5,2,26.58,11.63,6.38,True,0,Standard Complexity,0.27802877548915345,9.145555555555555,5.7123060358241995,0.5843522,1
f32cbd46cfd4b2ef,100,2,2,193,1,14,4,35.61,28.46,6.31,True,1,Critical Complexity,0.25455844122724713,11.918032786885243,7.167455780092457,0.58433396,1
4b4da98429df1c0b,62,5,1,62,2,2,1,29.39,21.08,6.34,True,1,Critical Complexity,0.341760149813242,9.856666666666666,9.119214701260015,0.58425915,1
579488d939e0463b,77,3,2,71,8,2,0,25.48,8.92,6.36,True,0,Standard Complexity,0.554707129934252,12.3525,7.044419777384082,0.58416784,1
63d8d36b15288e8f,124,14,0,199,3,2,13,24.8,21.88,6.5,True,1,Critical Complexity,0.8631338250817826,3.770322580645161,5.21027241184366,0.58415174,1
f5255338e0a0b029,131,4,0,402,2,12,11,25.16,19.53,6.66,True,3,Critical Complexity,0.27459060435523297,8.759354838709678,7.547120765022341,0.5840568,1
57061cf65fe36e05,116,5,1,384,2,7,4,34.04,8.29,6.66,True,0,Standard Complexity,0.05656854249503313,10.953333333333331,5.769147507471356,0.5840303,1
f1a52b1c9edd0023,93,5,1,301,2,14,1,28.67,15.78,9.45,True,1,Critical Complexity,0.08602325267013658,8.903382352941177,6.362490866812841,0.58397686,1
dcdffafcd943a45,114,6,0,204,1,2,3,23.31,8.94,6.43,True,0,Standard Complexity,0.38209946349096074,13.646491228070174,5.125455389687578,0.5838548,1
7c3b683290cf37bd,77,0,0,40,2,0,3,37.01,15.22,6.29,True,1,Critical Complexity,0.34785054261878057,22.446493506493507,7.309419606044694,0.58378273,1
1adf1ee964dd15f6,89,5,0,198,0,8,4,20.14,4.7,6.59,True,2,Standard Complexity,0.3612478373637802,11.144146341463415,7.449624307308898,0.5837637,1
cce0704335f10953,95,13,0,230,0,8,4,19.49,8.84,6.61,True,2,Standard Complexity,0.6041522986796477,6.567857142857142,5.8881232500825975,0.5836279,1
656caf4c827a0e4d,123,11,1,308,3,4,7,19.29,15.84,8.36,True,3,Critical Complexity,0.3801315561746245,8.523947368421053,7.180960403248258,0.58356535,1
f4b4705fc1707161,122,8,0,270,3,8,4,21.95,16.5,7.87,True,3,Critical Complexity,0.8570297544421747,9.250499999999999,6.650071409391031,0.58344674,1
db5dac6fcc3a939f,89,0,0,372,6,10,2,25.43,18.38,6.34,True,3,Critical Complexity,0.21095023109716807,8.494615384615386,7.113778197040332,0.58338565,1
e53aa02d34b9d7c5,101,1,1,284,2,14,2,21.41,15.38,6.33,True,3,Critical Complexity,0.2121320343551282,11.548918918918918,5.286669509903128,0.58333623,1
7d12b28bd1422096,90,1,0,247,7,6,1,29.25,11.1,6.75,True,0,Standard Complexity,0.3676955262170908,12.60923076923077,7.037722600975689,0.583254,1
5368e6530467a313,113,9,0,863,2,19,36,25.58,17.0,6.7,True,3,Critical Complexity,0.7915806970865747,9.763714285714284,7.705684019221242,0.58323365,1
125970c832de8b9f,151,6,2,429,2,10,7,32.95,19.01,6.42,True,1,Critical Complexity,0.022360679775079245,11.118666666666668,7.937098154307474,0.58316445,1
48c2ff09760785ac,116,2,0,260,2,10,10,31.97,29.13,6.35,True,1,Critical Complexity,0.2941088233977228,12.931016949152541,7.0752815587300795,0.58300686,1
f61c042b7d082d66,112,2,1,247,4,1,0,21.59,7.22,6.3,True,0,Standard Complexity,2.890691958684085,9.9475,7.204637540038592,0.5829832,1
df58792d6af0bdb2,93,0,1,260,0,10,6,31.14,18.34,6.34,True,1,Critical Complexity,0.34539832078284,13.32258064516129,5.411275544424798,0.5828701,1
8cca39c79b8fb8fd,141,9,0,145,3,8,5,19.81,13.48,7.81,True,3,Critical Complexity,0.019999999999527063,8.707,5.067058134939557,0.58270246,1
93f782c02b8782c6,98,19,0,254,0,8,6,36.05,15.66,8.63,True,1,Critical Complexity,0.010000000000218279,8.357662337662338,7.308184861092816,0.58256745,1
9131a4882722eeee,93,23,0,59,0,4,2,19.12,18.7,7.82,True,3,Critical Complexity,0.07615773105836082,3.892424242424242,4.595935642073219,0.5823785,1
8822a54c1654f700,88,10,0,111,0,4,1,15.84,7.66,7.38,True,2,Standard Complexity,0.06708203932498352,9.197560975609756,5.126779420054244,0.58222383,1
1493ee638f42c9a8,80,16,3,97,2,8,3,21.05,18.58,8.18,True,3,Critical Complexity,0.05000000000006821,8.701230769230769,6.2155746086726635,0.58222246,1
8bec1e082c3fe791,100,1,1,120,2,4,0,37.27,21.72,6.41,True,1,Critical Complexity,0.4219004621946487,12.976129032258063,6.9336734096071035,0.5821438,1
db0ef0a1e89d378d,125,6,0,86,0,10,0,16.8,3.27,6.33,True,2,Standard Complexity,0.4414748010929366,7.22,4.873614546719919,0.5821299,1
25708f53fd5fd32d,115,5,0,131,7,12,1,23.45,14.96,8.76,True,3,Critical Complexity,3.450985366529467,10.52392857142857,7.686449272809219,0.58212006,1
ed769ac2301c1256,113,5,1,460,6,11,15,20.31,5.37,6.31,True,0,Standard Complexity,0.18384776310824857,11.052745098039217,6.605688302866919,0.5820841,1
107bef8b6cd9e6aa,81,6,0,76,6,2,2,16.23,4.21,6.74,True,2,Standard Complexity,0.5108815909780217,7.719444444444445,6.436310599699371,0.5819955,1
a97e9eaba9e25c0f,80,11,1,109,1,5,2,24.67,18.31,6.55,True,3,Critical Complexity,0.8819297024138779,12.330000000000002,6.649829777187817,0.581819,1
8a50fa3f7a56129e,134,5,0,341,12,8,10,35.99,35.79,9.39,True,1,Critical Complexity,0.049999999999954525,8.104444444444445,4.9910995473300295,0.58170193,1
cd73248c781b3703,165,31,0,481,35,7,21,15.51,10.7,9.48,True,2,Standard Complexity,0.022360679774672505,3.0232203389830508,3.5827110465367085,0.58163905,1
cc96054bde3cfb35,90,6,0,466,4,18,8,22.34,18.69,6.49,True,3,Critical Complexity,0.7731752712026521,11.33127659574468,7.047132393111965,0.5815831,1
2730734b0446f1fe,88,9,1,248,0,5,9,21.22,13.11,9.43,True,3,Critical Complexity,0.26076809620835706,10.394558823529412,5.902567595303592,0.5815032,1
448519f7a8c797d6,98,0,0,143,1,10,5,23.09,19.44,6.46,True,3,Critical Complexity,0.1280624847485405,12.107391304347825,5.957636471382068,0.58147097,1
18f9a87c45a2ec6d,99,5,0,307,0,12,7,27.54,13.25,6.55,True,0,Standard Complexity,0.11180339887498948,13.985294117647062,5.892337314779414,0.58133006,1
23b140e9fbddfa75,178,4,1,511,4,15,9,27.08,18.29,7.27,True,1,Critical Complexity,2.3740682382777107,11.892345679012346,7.116595848655354,0.5811188,1
3ed144d8ed572800,108,4,0,513,6,7,4,27.26,16.72,6.31,True,1,Critical Complexity,0.1503329637833655,10.735227272727274,7.550585013047413,0.5809246,1
420e9d805b54625f,122,8,1,48,5,11,4,22.89,18.64,6.82,True,3,Critical Complexity,0.4304648650009287,7.2751515151515145,4.940395715479481,0.5808653,1
c2be6d93a5841777,138,7,0,672,7,19,14,26.89,13.33,6.31,True,0,Standard Complexity,0.5375872022292707,12.60736842105263,8.28015181789705,0.5807901,1
39ad0df46761eac4,117,12,1,272,1,7,1,22.11,17.13,7.73,True,3,Critical Complexity,1.0375451797391686,7.604313725490196,5.173931737766407,0.58074933,1
b04393d632d6dd23,133,9,0,257,0,7,8,24.51,15.76,6.76,True,3,Critical Complexity,0.08062257748288397,7.832000000000001,4.865221680458148,0.58073986,1
5183db8fa82dd34d,84,19,2,37,2,1,0,16.8,7.26,6.57,True,2,Standard Complexity,0.05385164807150718,6.054444444444445,5.264472351129072,0.5807339,1
97d8c899304be82f,215,8,0,596,8,21,11,20.82,6.86,12.58,True,0,Standard Complexity,0.5403702434444,6.316545454545455,5.218724057984713,0.5807331,1
bece16111b01e217,100,16,0,142,1,0,10,22.26,12.87,9.39,True,3,Critical Complexity,0.049999999998544806,4.699677419354837,5.875209527558649,0.5806876,1
794ebf12a5eeeb97,76,11,3,110,0,13,0,20.19,8.24,6.75,True,0,Standard Complexity,0.5900847396771962,10.039298245614038,5.190467936735341,0.5804249,1
4a1ac83df0f94631,119,18,0,112,0,4,0,18.1,9.73,7.1,True,2,Standard Complexity,0.02236067977497756,7.7643589743589745,4.909136325351029,0.58024085,1
56749beedccde157,51,0,0,47,2,0,1,35.28,7.8,6.37,True,0,Standard Complexity,1.4052046114355217,22.015882352941176,8.456314307807729,0.5800661,1
2259a46d9f95d126,113,19,0,290,2,7,4,18.7,9.72,7.42,True,2,Standard Complexity,0.014142135624039643,8.222452830188681,5.179079070776957,0.5800255,1
ad903c0cef648df5,154,4,0,219,1,11,6,25.83,8.32,9.45,True,0,Standard Complexity,0.22203603311197845,7.352173913043479,5.1375488627924835,0.5800157,1
686975168fc856a3,128,4,0,341,3,12,17,29.75,14.63,6.71,True,1,Critical Complexity,1.8122361876974078,13.563793103448274,7.8975833989519035,0.57999355,1
4ce277c3e9efcbdc,87,7,0,283,2,8,4,21.99,9.36,8.55,True,0,Standard Complexity,0.16124515496602176,11.550140845070421,5.747092220788455,0.579816,1
57de78c5dd0daad5,125,11,0,450,2,17,11,29.87,12.46,9.32,True,0,Standard Complexity,0.04472135954995512,10.31,8.237459424954867,0.5797791,1
423256b330e77298,68,10,2,97,3,8,2,22.23,16.16,6.32,True,3,Critical Complexity,0.928008620649726,7.9714285714285715,6.773961129778876,0.5797785,1
e020b1ffa8ab1ec3,107,2,0,67,3,4,3,20.24,10.68,6.33,True,3,Critical Complexity,1.7173526137640638,7.849166666666666,5.595837676841203,0.5797316,1
4da9c89cf1cb6273,101,5,1,165,6,7,1,27.3,12.79,6.32,True,0,Standard Complexity,0.14560219778569658,11.543999999999999,8.472550914571125,0.57960236,1
232957d95f69981a,171,4,0,159,0,10,7,19.92,10.11,6.31,True,0,Standard Complexity,0.07280109889273897,7.406279069767442,5.423330317809672,0.5794935,1
e0d5e4d5e885a90,131,8,0,18,1,1,3,19.54,18.8,7.2,True,3,Critical Complexity,2.0041955992365765,5.5717647058823525,5.25163866336204,0.5794797,1
8e438186c26563b0,88,6,0,590,3,8,11,31.04,16.44,18.86,True,1,Critical Complexity,0.2785677655438535,11.9668,7.079736277574187,0.57934415,1
c9611ab1f62bfc5c,70,7,0,86,6,4,1,20.54,19.72,6.32,True,3,Critical Complexity,0.6264982043069092,8.004,6.752249551075552,0.57908463,1
b34c8afb510b7516,201,3,1,496,7,18,17,25.77,7.36,9.44,True,0,Standard Complexity,3.298620923962024,10.1425,6.996417305566926,0.5789964,1
137eeb4a1febbad8,96,5,1,228,0,9,6,30.13,22.1,6.65,True,1,Critical Complexity,0.04123105625531191,10.850000000000001,6.947128327589754,0.5785841,1
2553d364365ad592,89,2,0,92,4,3,0,26.79,16.85,6.56,True,1,Critical Complexity,2.804086303950047,15.554444444444446,6.93406424210075,0.57857543,1
e80d0ac994d8f2cc,129,7,0,130,2,7,1,19.85,7.54,6.67,True,0,Standard Complexity,0.12083045973602047,7.464615384615384,5.534081280691654,0.5784261,1
8e39fcd1e0f05495,80,14,0,112,6,10,3,22.87,8.78,6.8,True,0,Standard Complexity,0.16763054614224965,8.640000000000002,6.344511801549431,0.5778036,1
71db01850e118c31,98,4,3,252,8,15,6,31.39,19.55,6.3,True,1,Critical Complexity,0.07280109889279363,13.5626,6.549826504572469,0.5777014,1
c1d120c9c97a2ee2,85,10,0,96,2,4,4,26.14,7.48,6.42,True,0,Standard Complexity,0.45099889135115895,8.189032258064517,7.2554852908272816,0.5776954,1
b2837f63bc5fab82,154,4,0,351,1,10,9,25.65,8.01,7.37,True,0,Standard Complexity,2.214610575247912,13.250441176470588,6.172202494158202,0.5776743,1
9f4a2ecf0f9349a7,85,2,0,263,11,13,6,24.46,16.39,9.4,True,3,Critical Complexity,0.11180339887529454,11.57974358974359,6.3988578657082105,0.57742923,1
660351b999178873,127,4,1,227,0,8,5,19.95,7.55,6.36,True,0,Standard Complexity,1.0377379245259333,8.778333333333334,5.4862841604212305,0.57735336,1
9fb50d823ea9ce35,104,5,0,620,4,17,9,22.6,18.41,6.42,True,3,Critical Complexity,0.29529646120458425,10.665,7.527603923781679,0.57734627,1
2b806123d5f030c9,152,0,0,114,5,6,1,25.81,8.82,6.33,True,0,Standard Complexity,3.839427040588294,9.334736842105263,6.281968655915581,0.5772797,1
80828dd6a5283326,102,7,1,93,0,4,1,23.76,18.33,6.62,True,3,Critical Complexity,0.6020797289395128,9.310338983050848,5.2069907266542526,0.57718086,1
1bc730bc2f0febc1,35,1,0,133,0,5,3,37.39,14.76,6.98,True,1,Critical Complexity,0.4243819034796642,15.02318181818182,10.170316606479519,0.57684433,1
1bbdad0f06186572,130,2,0,318,1,4,14,24.05,2.37,7.43,True,0,Standard Complexity,0.4548626166210977,13.804666666666666,8.255743347647273,0.5767111,1
75649213b71142d6,175,14,1,333,13,8,10,24.23,15.45,6.85,True,3,Critical Complexity,0.060827625302926874,8.920842105263159,4.490873473392077,0.57667387,1
5519b4e90f65e1d0,106,0,0,463,9,13,7,27.17,16.7,6.31,True,1,Critical Complexity,1.8471599822430178,14.141521739130432,6.301807182964784,0.57658035,1
2b915878ad60be5a,91,28,1,189,2,6,3,24.68,11.76,9.39,True,0,Standard Complexity,0.030000000000654836,6.597411764705884,5.087120797358798,0.5765594,1
b669b453e32590c4,170,5,0,458,3,12,12,21.25,8.6,12.51,True,0,Standard Complexity,1.3106105447475342,11.993333333333334,5.253330486137456,0.57650685,1
eb94e46c980ba9ba,105,70,4,66,6,6,2,23.88,23.81,11.42,True,1,Critical Complexity,0.022360679775180928,5.5450961538461545,4.26866376930414,0.5764598,1
4b2eec081a27479a,93,2,0,675,0,13,13,21.48,11.9,6.3,True,3,Critical Complexity,1.4250614021858845,13.840000000000002,6.466002404637211,0.5762769,1
f5e0ac286533bee4,205,9,2,843,3,12,28,23.12,10.2,9.37,True,0,Standard Complexity,0.020000000000436557,11.978651685393258,6.620686544224789,0.5762618,1
e2aa6398ae67cd5a,116,3,0,289,3,3,16,27.03,19.51,6.3,True,1,Critical Complexity,0.5656854249487235,12.521351351351353,6.991207281645325,0.57621425,1
bf79b7ad4eee8994,136,0,0,384,4,6,9,18.55,13.37,6.29,True,3,Critical Complexity,3.2840219244087554,10.6044,6.153236598734035,0.5761432,1
5569b4c0cc82ec04,118,20,4,242,3,9,2,14.02,6.72,8.41,True,2,Standard Complexity,0.17088007490635487,5.908360655737704,4.659106077746881,0.5760814,1
364b804b959c210c,132,4,0,204,8,8,7,24.92,9.29,6.34,True,0,Standard Complexity,0.6105735008991692,12.497012987012988,5.180816027820043,0.57604164,1
8a9f369d475296d8,85,13,0,551,3,11,7,27.62,13.12,6.39,True,0,Standard Complexity,0.42485291572424316,11.108813559322034,6.964148404445312,0.5760259,1
34dd206065ac5bd6,101,15,6,432,1,11,13,27.38,10.83,9.94,True,0,Standard Complexity,0.020000000000003126,9.396805555555556,6.934336030537717,0.57587194,1
81f729325d37fe82,24,0,0,121,8,2,9,32.96,16.23,6.29,True,1,Critical Complexity,0.39812058474803386,21.008181818181814,5.628316102420006,0.57579255,1
f5fb9c26712cfcac,101,7,0,366,0,8,14,21.13,6.16,11.67,True,0,Standard Complexity,0.06403124237387964,9.985,5.70738609474449,0.5757043,1
b78e779f4978c045,152,20,0,254,15,20,2,16.78,16.11,6.75,True,3,Critical Complexity,0.3471310991546725,4.070344827586206,3.9127091617627565,0.57567656,1
61fa4d427008e920,77,6,0,103,1,5,3,22.29,13.82,6.42,True,3,Critical Complexity,0.6303173803727719,11.229591836734693,6.724690102618848,0.5755354,1
1fd8b8763a48e099,133,5,0,291,0,12,13,22.32,13.55,6.37,True,3,Critical Complexity,1.5140013210036467,11.012372881355931,6.1233626905990555,0.5754868,1
6a906212bc4930fd,81,20,2,136,4,11,3,18.55,17.55,7.8,True,3,Critical Complexity,0.0894427190995035,5.71,5.288346823083005,0.5753211,1
2aa2fa7514824068,130,6,1,26,1,0,0,19.2,7.1,6.32,True,2,Standard Complexity,0.21377558326434842,8.566575342465756,4.812404980503855,0.5752491,1
7a51e9d3f4c80b2,101,7,0,511,1,13,26,21.43,8.77,6.39,True,0,Standard Complexity,0.10816653826426274,7.889268292682926,6.434668445319445,0.57520694,1
743fa5ee1623af58,218,3,0,456,2,11,19,27.82,10.5,6.31,True,0,Standard Complexity,2.4361444948936666,13.861230769230769,8.290015404586653,0.57517016,1
b9f62a1eeebb77f6,104,7,0,72,5,3,4,26.79,20.62,7.14,True,1,Critical Complexity,1.4358621103713323,6.704905660377357,5.067850805178944,0.57510895,1
d5ab376631272172,126,17,2,266,2,8,2,16.82,10.25,6.34,True,2,Standard Complexity,0.41303752856125875,5.6337777777777776,4.625299168168663,0.5747202,1
7fda4945b54badab,103,32,18,226,1,4,4,14.89,6.57,9.45,True,2,Standard Complexity,0.1421267040354437,5.655308641975308,4.602733778752956,0.5746084,1
eef4ef973159ba37,45,0,0,359,10,10,15,24.81,5.06,12.58,True,0,Standard Complexity,6.49723787466584,19.386153846153846,6.21326934683596,0.5745772,1
790bfcb41e73c7ab,45,0,0,96,3,4,7,28.44,14.37,6.32,True,1,Critical Complexity,0.8200000000002413,20.10923076923077,7.418162701762647,0.5745771,1
1029bfd49fb5a379,103,8,0,130,3,6,1,36.73,26.3,6.81,True,1,Critical Complexity,0.07211102550885554,11.275,7.061814897826394,0.5744823,1
5b06a1821d4f55bc,91,11,0,265,2,10,11,20.43,7.22,6.79,True,0,Standard Complexity,0.06403124237431464,9.628918918918917,7.430925439359337,0.574406,1
fc18b2336e7dec84,94,10,0,516,3,11,11,20.37,11.18,6.52,True,3,Critical Complexity,0.5556977595779942,11.08765625,5.3399548635111085,0.5743984,1
404642f62534935,103,3,0,163,0,7,6,20.47,5.7,6.57,True,0,Standard Complexity,0.34481879299113183,9.71913043478261,5.5187805151401985,0.57438415,1
52593e7889f338a8,110,6,1,536,2,8,23,27.38,14.27,6.43,True,3,Critical Complexity,0.07615773105883852,11.478837209302327,7.059097777946943,0.574337,1
7ccc43dc8b8a2781,118,5,0,290,2,8,9,23.66,16.88,6.35,True,3,Critical Complexity,0.12649110640690775,9.965781250000001,5.857159829187559,0.57424986,1
b4cf1f3cbbfa24f5,137,5,0,500,2,17,12,25.75,12.28,9.41,True,0,Standard Complexity,1.650030302751681,10.382253521126762,6.7979711549146025,0.5741839,1
fd1facca1cd2c458,87,7,0,372,1,10,12,19.77,13.83,11.64,True,3,Critical Complexity,0.5544366510252672,11.623492063492067,5.311935395574988,0.57416135,1
6aebbf7194344d05,115,10,1,231,1,8,0,21.61,20.83,6.47,True,3,Critical Complexity,0.732461603089567,8.940985915492957,4.924915429295931,0.57391435,1
da959583cbc1edec,138,3,0,855,3,11,23,25.63,8.92,6.34,True,0,Standard Complexity,3.4054368295417365,14.538139534883724,6.991540488271141,0.57378954,1
8c6251ce784979c4,98,7,1,415,6,18,15,22.3,18.08,12.69,True,3,Critical Complexity,0.1523154621172292,8.671333333333333,5.914092623180292,0.57377285,1
a32196cb506bdb8a,58,16,0,373,18,13,8,25.22,9.97,9.54,True,0,Standard Complexity,0.07810249675908285,7.6709756097560975,5.834037971095629,0.5737018,1
cbbc13a923275e7e,99,0,0,276,6,13,3,22.15,6.22,6.29,True,0,Standard Complexity,2.7200735284179096,13.521282051282052,6.917308717615981,0.5735621,1
77ab8182e89512c6,181,77,1,131,7,2,3,17.02,16.11,7.35,True,3,Critical Complexity,0.19104973174593856,2.7948514851485142,2.9200870100495586,0.57339305,1
7b8f608f21c277bf,97,10,0,424,5,10,7,21.59,16.24,6.85,True,3,Critical Complexity,0.27000000000043656,7.55,6.430531100349188,0.5733271,1
18d10153d68e4314,91,2,1,213,6,9,4,23.23,4.69,6.33,True,0,Standard Complexity,0.31622776601683794,12.385277777777778,7.468761047824878,0.5732939,1
78b9033b0f87c590,113,3,0,240,7,6,13,23.47,15.83,6.32,True,3,Critical Complexity,0.7404052944156838,16.45394736842105,6.89308789542626,0.5730525,1
d085f0d71a36e7bf,109,11,0,359,2,12,11,18.33,10.96,6.84,True,3,Critical Complexity,0.7106335201785386,8.442125,4.963872151292275,0.57295734,1
b421c21c68f29b67,92,3,0,120,0,6,2,19.84,14.73,6.65,True,3,Critical Complexity,0.24758836806298243,8.679714285714287,6.606970987725999,0.5729551,1
35db5a23fe7ce678,100,8,0,215,2,12,7,24.52,7.09,6.41,True,0,Standard Complexity,0.07810249675864617,10.990983606557378,8.375916432349266,0.57280195,1
7d218b0a4ecc1665,113,0,0,229,4,5,7,21.33,4.82,6.3,True,0,Standard Complexity,0.24698178070465776,9.710882352941175,7.708830065980127,0.57276756,1
c4b615417ef5f91a,106,7,1,304,4,10,8,18.22,12.56,6.78,True,3,Critical Complexity,0.2716615541445785,8.860333333333333,6.706047262649503,0.57272667,1
3abcd35028c3bad7,51,8,0,236,6,1,7,31.15,17.88,9.11,True,1,Critical Complexity,0.14317821063263927,11.902571428571427,9.474908018507815,0.5726913,1
8d5cf95e20edc664,73,15,0,426,3,12,4,20.44,19.78,11.88,True,3,Critical Complexity,0.06000000000040018,9.19176470588235,5.264637002507019,0.57265687,1
bd01809498cd1aa5,128,8,0,107,3,8,0,22.89,5.56,7.2,True,0,Standard Complexity,0.01414213562355731,11.371228070175437,6.788797550086037,0.5724918,1
7053d5e574f0522a,66,17,0,234,10,15,8,21.72,20.55,6.79,True,3,Critical Complexity,0.01999999999998181,5.887179487179487,6.241011977736133,0.57243156,1
7d405a2af5c45b0f,115,3,0,346,4,10,18,23.07,11.98,6.32,True,3,Critical Complexity,1.1461239025513035,12.563714285714287,7.738757406979601,0.5723737,1
43d284e02cf93a8d,172,8,0,546,0,10,10,26.8,15.53,6.69,True,3,Critical Complexity,0.95005263012181,7.830000000000002,8.012751128367915,0.5722672,1
31e7cf1214fb08f1,133,2,0,400,3,11,20,26.66,13.67,12.59,True,3,Critical Complexity,3.455850112490429,14.364736842105264,7.958757089171156,0.57224905,1
c76476de8568fb1d,86,6,0,257,0,6,5,22.45,10.58,6.86,True,0,Standard Complexity,0.08062257748271476,13.172968749999999,6.2185960231408695,0.5722295,1
f45b4c72be86fe93,87,4,1,173,0,11,5,31.0,20.08,7.08,True,1,Critical Complexity,0.5147815070495974,10.86612244897959,5.470243742032996,0.57222766,1
76594401ef86ff09,100,1,0,618,0,14,27,21.47,18.7,7.71,True,3,Critical Complexity,1.7500285711953403,9.38103448275862,6.1434710759374385,0.57219344,1
6201aaf6079bd00d,120,3,0,376,0,9,11,21.4,11.39,6.31,True,3,Critical Complexity,0.050000000001091394,11.67602150537634,5.043611127341063,0.5721704,1
9501d71019d7178e,43,39,0,40,9,8,0,32.51,25.54,7.36,True,1,Critical Complexity,0.060827625302964254,4.5556363636363635,6.4876242362982905,0.57178277,1
19ecb544467e92e9,84,0,0,51,1,1,0,35.03,6.78,6.4,True,0,Standard Complexity,0.6420280367710769,12.538072289156625,9.293647974260326,0.57157165,1
c5d7a3e51ec72721,98,11,0,180,0,9,6,24.95,22.4,9.18,True,1,Critical Complexity,0.02828427124711462,11.071333333333332,6.792731278522817,0.5714497,1
e1e5cb19e42a6298,30,1,0,432,10,8,11,27.16,4.14,6.29,True,0,Standard Complexity,2.460995733438033,16.147826086956524,9.675223379747628,0.5713602,1
d7ed6fad2fc04e59,106,8,0,116,2,3,8,29.21,16.99,6.31,True,1,Critical Complexity,0.737631344236433,9.882352941176471,7.975744501049464,0.5713366,1
d094a9352a1800d8,88,0,0,147,1,4,5,27.14,9.93,6.3,True,0,Standard Complexity,0.3522782990760375,15.170882352941177,5.967268745437632,0.57126325,1
527bea4ad5b364ee,108,6,0,115,0,1,3,33.89,16.68,6.32,True,1,Critical Complexity,0.7045565981523332,8.63983870967742,5.774431264254372,0.5712079,1
abab07b02ff247ea,116,7,0,322,4,9,5,18.04,6.13,6.49,True,2,Standard Complexity,0.1999999999998181,10.415316455696201,4.989149450720828,0.57114303,1
dc0fd59fa7ed06f8,175,5,0,98,1,5,1,30.45,19.11,8.34,True,1,Critical Complexity,0.07810249675914108,10.859809523809524,4.737331573777509,0.570935,1
d41444538701af74,96,4,0,278,7,9,16,33.4,8.46,6.31,True,0,Standard Complexity,0.20615528128134625,14.570634920634921,6.948663654329714,0.5709348,1
9655e750484a9c45,129,8,0,407,2,11,10,20.4,8.73,6.51,True,0,Standard Complexity,0.6618912297351286,9.081458333333332,6.029592989851296,0.57083696,1
dc1dacbccc796065,107,5,3,592,3,15,9,22.11,19.46,6.41,True,3,Critical Complexity,0.21213203435596426,10.918571428571427,6.168094006536329,0.5707683,1
b64994394b25966a,92,0,0,144,1,10,3,28.2,9.93,6.3,True,0,Standard Complexity,0.10630145812710008,13.849999999999996,6.0172286734917195,0.57075566,1
ce878829a223821a,33,0,0,324,3,4,15,36.25,24.68,12.58,True,1,Critical Complexity,11.066724899445342,17.335454545454546,10.836600744812893,0.5706677,1
f7e4e2ad98bff52b,103,2,0,180,7,14,1,29.58,26.89,9.05,True,1,Critical Complexity,0.05385164807108495,8.422499999999998,5.4937764662489785,0.57064515,1
e9ae2d76fb44009e,104,1,0,282,0,10,7,26.53,15.6,6.64,True,3,Critical Complexity,0.10770329614301435,12.67157894736842,5.429143349270234,0.57059544,1
